SMControlTest.control.reset_state[3:0],SMControlTest.control.start,SMControlTest.control.mr[3:0],SMControlTest.control.s[3:0],SMControlTest.control.rsclear,SMControlTest.control.mdld,SMControlTest.control.mrld,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.clk,SMControlTest.control.n[3:0]
1010,1,1001,1010,0,0,0,1,0,1,0,110
1010,1,1001,1010,0,0,0,1,0,0,0,110
1010,1,1001,110,0,0,0,0,1,0,1,0
1010,1,1001,110,0,0,0,0,1,0,0,0
1010,1,1010,110,0,0,0,0,1,0,0,0
1010,0,1010,110,0,0,0,0,1,0,0,0
1010,0,1010,110,0,0,0,0,1,1,0,0
1010,0,1010,1010,0,0,0,1,0,1,1,110
1010,0,1010,1010,0,0,0,1,0,1,0,110
1010,0,1010,1010,0,0,0,1,0,0,0,110
1010,0,1010,110,0,0,0,0,1,0,1,0
1010,0,1010,110,0,0,0,0,1,0,0,0
1010,1,1010,110,0,0,0,0,1,0,0,0
1010,1,1010,110,0,0,0,0,1,1,0,0
1010,1,1010,1010,0,0,0,1,0,1,1,110
1010,1,1010,1010,0,0,0,1,0,1,0,110
1010,1,1010,1010,0,0,0,1,0,0,0,110
1010,1,1010,110,0,0,0,0,1,0,1,0
1010,1,1010,110,0,0,0,0,1,0,0,0
1010,1,1011,110,0,0,0,0,1,0,0,0
1010,0,1011,110,0,0,0,0,1,0,0,0
1010,0,1011,110,0,0,0,0,1,1,0,0
1010,0,1011,1010,0,0,0,1,0,1,1,110
1010,0,1011,1010,0,0,0,1,0,1,0,110
1010,0,1011,1010,0,0,0,1,0,0,0,110
1010,0,1011,110,0,0,0,0,1,0,1,0
1010,0,1011,110,0,0,0,0,1,0,0,0
1010,1,1011,110,0,0,0,0,1,0,0,0
1010,1,1011,110,0,0,0,0,1,1,0,0
1010,1,1011,1010,0,0,0,1,0,1,1,110
1010,1,1011,1010,0,0,0,1,0,1,0,110
1010,1,1011,1010,0,0,0,1,0,0,0,110
1010,1,1011,110,0,0,0,0,1,0,1,0
1010,1,1011,110,0,0,0,0,1,0,0,0
1010,1,1100,110,0,0,0,0,1,0,0,0
1010,0,1100,110,0,0,0,0,1,0,0,0
1010,0,1100,110,0,0,0,0,1,1,0,0
1010,0,1100,1010,0,0,0,1,0,1,1,110
1010,0,1100,1010,0,0,0,1,0,1,0,110
1010,0,1100,1010,0,0,0,1,0,0,0,110
1010,0,1100,110,0,0,0,0,1,0,1,0
1010,0,1100,110,0,0,0,0,1,0,0,0
1010,1,1100,110,0,0,0,0,1,0,0,0
1010,1,1100,110,0,0,0,0,1,1,0,0
1010,1,1100,1010,0,0,0,1,0,1,1,110
1010,1,1100,1010,0,0,0,1,0,1,0,110
1010,1,1100,1010,0,0,0,1,0,0,0,110
1010,1,1100,110,0,0,0,0,1,0,1,0
1010,1,1100,110,0,0,0,0,1,0,0,0
1010,1,1101,110,0,0,0,0,1,0,0,0
1010,0,1101,110,0,0,0,0,1,0,0,0
1010,0,1101,110,0,0,0,0,1,1,0,0
1010,0,1101,1010,0,0,0,1,0,1,1,110
1010,0,1101,1010,0,0,0,1,0,1,0,110
1010,0,1101,1010,0,0,0,1,0,0,0,110
1010,0,1101,110,0,0,0,0,1,0,1,0
1010,0,1101,110,0,0,0,0,1,0,0,0
1010,1,1101,110,0,0,0,0,1,0,0,0
1010,1,1101,110,0,0,0,0,1,1,0,0
1010,1,1101,1010,0,0,0,1,0,1,1,110
1010,1,1101,1010,0,0,0,1,0,1,0,110
1010,1,1101,1010,0,0,0,1,0,0,0,110
1010,1,1101,110,0,0,0,0,1,0,1,0
1010,1,1101,110,0,0,0,0,1,0,0,0
1010,1,1110,110,0,0,0,0,1,0,0,0
1010,0,1110,110,0,0,0,0,1,0,0,0
1010,0,1110,110,0,0,0,0,1,1,0,0
1010,0,1110,1010,0,0,0,1,0,1,1,110
1010,0,1110,1010,0,0,0,1,0,1,0,110
1010,0,1110,1010,0,0,0,1,0,0,0,110
1010,0,1110,110,0,0,0,0,1,0,1,0
1010,0,1110,110,0,0,0,0,1,0,0,0
1010,1,1110,110,0,0,0,0,1,0,0,0
1010,1,1110,110,0,0,0,0,1,1,0,0
1010,1,1110,1010,0,0,0,1,0,1,1,110
1010,1,1110,1010,0,0,0,1,0,1,0,110
1010,1,1110,1010,0,0,0,1,0,0,0,110
1010,1,1110,110,0,0,0,0,1,0,1,0
1010,1,1110,110,0,0,0,0,1,0,0,0
1010,1,1111,110,0,0,0,0,1,0,0,0
1010,0,1111,110,0,0,0,0,1,0,0,0
1010,0,1111,110,0,0,0,0,1,1,0,0
1010,0,1111,1010,0,0,0,1,0,1,1,110
1010,0,1111,1010,0,0,0,1,0,1,0,110
1010,0,1111,1010,0,0,0,1,0,0,0,110
1010,0,1111,110,0,0,0,0,1,0,1,0
1010,0,1111,110,0,0,0,0,1,0,0,0
1010,1,1111,110,0,0,0,0,1,0,0,0
1010,1,1111,110,0,0,0,0,1,1,0,0
1010,1,1111,1010,0,0,0,1,0,1,1,110
1010,1,1111,1010,0,0,0,1,0,1,0,110
1010,1,1111,1010,0,0,0,1,0,0,0,110
1010,1,1111,110,0,0,0,0,1,0,1,0
1010,1,1111,110,0,0,0,0,1,0,0,0
1011,1,1111,110,0,0,0,0,1,0,0,0
1011,1,1111,110,0,0,0,0,1,0,0,0
1011,1,0,110,0,0,0,0,1,0,0,0
1011,0,0,110,0,0,0,0,1,0,0,0
1011,0,0,110,0,0,0,0,1,1,0,0
1011,0,0,1011,0,0,0,0,0,1,1,0
1011,0,0,1011,0,0,0,0,0,1,0,0
1011,0,0,1011,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,1,0
1011,0,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,0,0
1011,1,0,0,0,0,0,0,0,0,0,1
1011,1,0,0,0,0,0,0,0,1,0,1
1011,1,0,1011,0,0,0,0,0,1,1,0
1011,1,0,1011,0,0,0,0,0,1,0,0
1011,1,0,1011,0,0,0,0,0,0,0,0
1011,1,0,0,0,0,0,0,0,0,1,1
1011,1,0,0,0,0,0,0,0,0,0,1
1011,1,1,0,0,0,0,0,0,0,0,1
1011,0,1,0,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,0,0,0,1,0,0
1011,0,1,1011,0,0,0,0,0,1,1,0
1011,0,1,1011,0,0,0,0,0,1,0,0
1011,0,1,1011,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,0,0,0,0,1,0
1011,0,1,0,0,0,0,0,0,0,0,0
1011,1,1,0,0,0,0,0,0,0,0,1
1011,1,1,0,0,0,0,0,0,1,0,1
1011,1,1,1011,0,0,0,0,0,1,1,0
1011,1,1,1011,0,0,0,0,0,1,0,0
1011,1,1,1011,0,0,0,0,0,0,0,0
1011,1,1,0,0,0,0,0,0,0,1,1
1011,1,1,0,0,0,0,0,0,0,0,1
1011,1,10,0,0,0,0,0,0,0,0,1
1011,0,10,0,0,0,0,0,0,0,0,0
1011,0,10,0,0,0,0,0,0,1,0,0
1011,0,10,1011,0,0,0,0,0,1,1,0
1011,0,10,1011,0,0,0,0,0,1,0,0
1011,0,10,1011,0,0,0,0,0,0,0,0
1011,0,10,0,0,0,0,0,0,0,1,0
1011,0,10,0,0,0,0,0,0,0,0,0
1011,1,10,0,0,0,0,0,0,0,0,1
1011,1,10,0,0,0,0,0,0,1,0,1
1011,1,10,1011,0,0,0,0,0,1,1,0
1011,1,10,1011,0,0,0,0,0,1,0,0
1011,1,10,1011,0,0,0,0,0,0,0,0
1011,1,10,0,0,0,0,0,0,0,1,1
1011,1,10,0,0,0,0,0,0,0,0,1
1011,1,11,0,0,0,0,0,0,0,0,1
1011,0,11,0,0,0,0,0,0,0,0,0
1011,0,11,0,0,0,0,0,0,1,0,0
1011,0,11,1011,0,0,0,0,0,1,1,0
1011,0,11,1011,0,0,0,0,0,1,0,0
1011,0,11,1011,0,0,0,0,0,0,0,0
1011,0,11,0,0,0,0,0,0,0,1,0
1011,0,11,0,0,0,0,0,0,0,0,0
1011,1,11,0,0,0,0,0,0,0,0,1
1011,1,11,0,0,0,0,0,0,1,0,1
1011,1,11,1011,0,0,0,0,0,1,1,0
1011,1,11,1011,0,0,0,0,0,1,0,0
1011,1,11,1011,0,0,0,0,0,0,0,0
1011,1,11,0,0,0,0,0,0,0,1,1
1011,1,11,0,0,0,0,0,0,0,0,1
1011,1,100,0,0,0,0,0,0,0,0,1
1011,0,100,0,0,0,0,0,0,0,0,0
1011,0,100,0,0,0,0,0,0,1,0,0
1011,0,100,1011,0,0,0,0,0,1,1,0
1011,0,100,1011,0,0,0,0,0,1,0,0
1011,0,100,1011,0,0,0,0,0,0,0,0
1011,0,100,0,0,0,0,0,0,0,1,0
1011,0,100,0,0,0,0,0,0,0,0,0
1011,1,100,0,0,0,0,0,0,0,0,1
1011,1,100,0,0,0,0,0,0,1,0,1
1011,1,100,1011,0,0,0,0,0,1,1,0
1011,1,100,1011,0,0,0,0,0,1,0,0
1011,1,100,1011,0,0,0,0,0,0,0,0
1011,1,100,0,0,0,0,0,0,0,1,1
1011,1,100,0,0,0,0,0,0,0,0,1
1011,1,101,0,0,0,0,0,0,0,0,1
1011,0,101,0,0,0,0,0,0,0,0,0
1011,0,101,0,0,0,0,0,0,1,0,0
1011,0,101,1011,0,0,0,0,0,1,1,0
1011,0,101,1011,0,0,0,0,0,1,0,0
1011,0,101,1011,0,0,0,0,0,0,0,0
1011,0,101,0,0,0,0,0,0,0,1,0
1011,0,101,0,0,0,0,0,0,0,0,0
1011,1,101,0,0,0,0,0,0,0,0,1
1011,1,101,0,0,0,0,0,0,1,0,1
1011,1,101,1011,0,0,0,0,0,1,1,0
1011,1,101,1011,0,0,0,0,0,1,0,0
1011,1,101,1011,0,0,0,0,0,0,0,0
1011,1,101,0,0,0,0,0,0,0,1,1
1011,1,101,0,0,0,0,0,0,0,0,1
1011,1,110,0,0,0,0,0,0,0,0,1
1011,0,110,0,0,0,0,0,0,0,0,0
1011,0,110,0,0,0,0,0,0,1,0,0
1011,0,110,1011,0,0,0,0,0,1,1,0
1011,0,110,1011,0,0,0,0,0,1,0,0
1011,0,110,1011,0,0,0,0,0,0,0,0
1011,0,110,0,0,0,0,0,0,0,1,0
1011,0,110,0,0,0,0,0,0,0,0,0
1011,1,110,0,0,0,0,0,0,0,0,1
1011,1,110,0,0,0,0,0,0,1,0,1
1011,1,110,1011,0,0,0,0,0,1,1,0
1011,1,110,1011,0,0,0,0,0,1,0,0
1011,1,110,1011,0,0,0,0,0,0,0,0
1011,1,110,0,0,0,0,0,0,0,1,1
1011,1,110,0,0,0,0,0,0,0,0,1
1011,1,111,0,0,0,0,0,0,0,0,1
1011,0,111,0,0,0,0,0,0,0,0,0
1011,0,111,0,0,0,0,0,0,1,0,0
1011,0,111,1011,0,0,0,0,0,1,1,0
1011,0,111,1011,0,0,0,0,0,1,0,0
1011,0,111,1011,0,0,0,0,0,0,0,0
1011,0,111,0,0,0,0,0,0,0,1,0
1011,0,111,0,0,0,0,0,0,0,0,0
1011,1,111,0,0,0,0,0,0,0,0,1
1011,1,111,0,0,0,0,0,0,1,0,1
1011,1,111,1011,0,0,0,0,0,1,1,0
1011,1,111,1011,0,0,0,0,0,1,0,0
1011,1,111,1011,0,0,0,0,0,0,0,0
1011,1,111,0,0,0,0,0,0,0,1,1
1011,1,111,0,0,0,0,0,0,0,0,1
1011,1,1000,0,0,0,0,0,0,0,0,1
1011,0,1000,0,0,0,0,0,0,0,0,0
1011,0,1000,0,0,0,0,0,0,1,0,0
1011,0,1000,1011,0,0,0,0,0,1,1,0
1011,0,1000,1011,0,0,0,0,0,1,0,0
1011,0,1000,1011,0,0,0,0,0,0,0,0
1011,0,1000,0,0,0,0,0,0,0,1,0
1011,0,1000,0,0,0,0,0,0,0,0,0
1011,1,1000,0,0,0,0,0,0,0,0,1
1011,1,1000,0,0,0,0,0,0,1,0,1
1011,1,1000,1011,0,0,0,0,0,1,1,0
1011,1,1000,1011,0,0,0,0,0,1,0,0
1011,1,1000,1011,0,0,0,0,0,0,0,0
1011,1,1000,0,0,0,0,0,0,0,1,1
1011,1,1000,0,0,0,0,0,0,0,0,1
1011,1,1001,0,0,0,0,0,0,0,0,1
1011,0,1001,0,0,0,0,0,0,0,0,0
1011,0,1001,0,0,0,0,0,0,1,0,0
1011,0,1001,1011,0,0,0,0,0,1,1,0
1011,0,1001,1011,0,0,0,0,0,1,0,0
1011,0,1001,1011,0,0,0,0,0,0,0,0
1011,0,1001,0,0,0,0,0,0,0,1,0
1011,0,1001,0,0,0,0,0,0,0,0,0
1011,1,1001,0,0,0,0,0,0,0,0,1
1011,1,1001,0,0,0,0,0,0,1,0,1
1011,1,1001,1011,0,0,0,0,0,1,1,0
1011,1,1001,1011,0,0,0,0,0,1,0,0
1011,1,1001,1011,0,0,0,0,0,0,0,0
1011,1,1001,0,0,0,0,0,0,0,1,1
1011,1,1001,0,0,0,0,0,0,0,0,1
1011,1,1010,0,0,0,0,0,0,0,0,1
1011,0,1010,0,0,0,0,0,0,0,0,0
1011,0,1010,0,0,0,0,0,0,1,0,0
1011,0,1010,1011,0,0,0,0,0,1,1,0
1011,0,1010,1011,0,0,0,0,0,1,0,0
1011,0,1010,1011,0,0,0,0,0,0,0,0
1011,0,1010,0,0,0,0,0,0,0,1,0
1011,0,1010,0,0,0,0,0,0,0,0,0
1011,1,1010,0,0,0,0,0,0,0,0,1
1011,1,1010,0,0,0,0,0,0,1,0,1
1011,1,1010,1011,0,0,0,0,0,1,1,0
1011,1,1010,1011,0,0,0,0,0,1,0,0
1011,1,1010,1011,0,0,0,0,0,0,0,0
1011,1,1010,0,0,0,0,0,0,0,1,1
1011,1,1010,0,0,0,0,0,0,0,0,1
1011,1,1011,0,0,0,0,0,0,0,0,1
1011,0,1011,0,0,0,0,0,0,0,0,0
1011,0,1011,0,0,0,0,0,0,1,0,0
1011,0,1011,1011,0,0,0,0,0,1,1,0
1011,0,1011,1011,0,0,0,0,0,1,0,0
1011,0,1011,1011,0,0,0,0,0,0,0,0
1011,0,1011,0,0,0,0,0,0,0,1,0
1011,0,1011,0,0,0,0,0,0,0,0,0
1011,1,1011,0,0,0,0,0,0,0,0,1
1011,1,1011,0,0,0,0,0,0,1,0,1
1011,1,1011,1011,0,0,0,0,0,1,1,0
1011,1,1011,1011,0,0,0,0,0,1,0,0
1011,1,1011,1011,0,0,0,0,0,0,0,0
1011,1,1011,0,0,0,0,0,0,0,1,1
1011,1,1011,0,0,0,0,0,0,0,0,1
1011,1,1100,0,0,0,0,0,0,0,0,1
1011,0,1100,0,0,0,0,0,0,0,0,0
1011,0,1100,0,0,0,0,0,0,1,0,0
1011,0,1100,1011,0,0,0,0,0,1,1,0
1011,0,1100,1011,0,0,0,0,0,1,0,0
1011,0,1100,1011,0,0,0,0,0,0,0,0
1011,0,1100,0,0,0,0,0,0,0,1,0
1011,0,1100,0,0,0,0,0,0,0,0,0
1011,1,1100,0,0,0,0,0,0,0,0,1
1011,1,1100,0,0,0,0,0,0,1,0,1
1011,1,1100,1011,0,0,0,0,0,1,1,0
1011,1,1100,1011,0,0,0,0,0,1,0,0
1011,1,1100,1011,0,0,0,0,0,0,0,0
1011,1,1100,0,0,0,0,0,0,0,1,1
1011,1,1100,0,0,0,0,0,0,0,0,1
1011,1,1101,0,0,0,0,0,0,0,0,1
1011,0,1101,0,0,0,0,0,0,0,0,0
1011,0,1101,0,0,0,0,0,0,1,0,0
1011,0,1101,1011,0,0,0,0,0,1,1,0
1011,0,1101,1011,0,0,0,0,0,1,0,0
1011,0,1101,1011,0,0,0,0,0,0,0,0
1011,0,1101,0,0,0,0,0,0,0,1,0
1011,0,1101,0,0,0,0,0,0,0,0,0
1011,1,1101,0,0,0,0,0,0,0,0,1
1011,1,1101,0,0,0,0,0,0,1,0,1
1011,1,1101,1011,0,0,0,0,0,1,1,0
1011,1,1101,1011,0,0,0,0,0,1,0,0
1011,1,1101,1011,0,0,0,0,0,0,0,0
1011,1,1101,0,0,0,0,0,0,0,1,1
1011,1,1101,0,0,0,0,0,0,0,0,1
1011,1,1110,0,0,0,0,0,0,0,0,1
1011,0,1110,0,0,0,0,0,0,0,0,0
1011,0,1110,0,0,0,0,0,0,1,0,0
1011,0,1110,1011,0,0,0,0,0,1,1,0
1011,0,1110,1011,0,0,0,0,0,1,0,0
1011,0,1110,1011,0,0,0,0,0,0,0,0
1011,0,1110,0,0,0,0,0,0,0,1,0
1011,0,1110,0,0,0,0,0,0,0,0,0
1011,1,1110,0,0,0,0,0,0,0,0,1
1011,1,1110,0,0,0,0,0,0,1,0,1
1011,1,1110,1011,0,0,0,0,0,1,1,0
1011,1,1110,1011,0,0,0,0,0,1,0,0
1011,1,1110,1011,0,0,0,0,0,0,0,0
1011,1,1110,0,0,0,0,0,0,0,1,1
1011,1,1110,0,0,0,0,0,0,0,0,1
1011,1,1111,0,0,0,0,0,0,0,0,1
1011,0,1111,0,0,0,0,0,0,0,0,0
1011,0,1111,0,0,0,0,0,0,1,0,0
1011,0,1111,1011,0,0,0,0,0,1,1,0
1011,0,1111,1011,0,0,0,0,0,1,0,0
1011,0,1111,1011,0,0,0,0,0,0,0,0
1011,0,1111,0,0,0,0,0,0,0,1,0
1011,0,1111,0,0,0,0,0,0,0,0,0
1011,1,1111,0,0,0,0,0,0,0,0,1
1011,1,1111,0,0,0,0,0,0,1,0,1
1011,1,1111,1011,0,0,0,0,0,1,1,0
1011,1,1111,1011,0,0,0,0,0,1,0,0
1011,1,1111,1011,0,0,0,0,0,0,0,0
1011,1,1111,0,0,0,0,0,0,0,1,1
1011,1,1111,0,0,0,0,0,0,0,0,1
1100,1,1111,0,0,0,0,0,0,0,0,1
1100,1,1111,0,0,0,0,0,0,0,0,1
1100,1,0,0,0,0,0,0,0,0,0,1
1100,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,1,0,0
1100,0,0,1100,0,0,0,0,0,1,1,0
1100,0,0,1100,0,0,0,0,0,1,0,0
1100,0,0,1100,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,1,0
1100,0,0,0,0,0,0,0,0,0,0,0
1100,1,0,0,0,0,0,0,0,0,0,1
1100,1,0,0,0,0,0,0,0,1,0,1
1100,1,0,1100,0,0,0,0,0,1,1,0
1100,1,0,1100,0,0,0,0,0,1,0,0
1100,1,0,1100,0,0,0,0,0,0,0,0
1100,1,0,0,0,0,0,0,0,0,1,1
1100,1,0,0,0,0,0,0,0,0,0,1
1100,1,1,0,0,0,0,0,0,0,0,1
1100,0,1,0,0,0,0,0,0,0,0,0
1100,0,1,0,0,0,0,0,0,1,0,0
1100,0,1,1100,0,0,0,0,0,1,1,0
1100,0,1,1100,0,0,0,0,0,1,0,0
1100,0,1,1100,0,0,0,0,0,0,0,0
1100,0,1,0,0,0,0,0,0,0,1,0
1100,0,1,0,0,0,0,0,0,0,0,0
1100,1,1,0,0,0,0,0,0,0,0,1
1100,1,1,0,0,0,0,0,0,1,0,1
1100,1,1,1100,0,0,0,0,0,1,1,0
1100,1,1,1100,0,0,0,0,0,1,0,0
1100,1,1,1100,0,0,0,0,0,0,0,0
1100,1,1,0,0,0,0,0,0,0,1,1
1100,1,1,0,0,0,0,0,0,0,0,1
1100,1,10,0,0,0,0,0,0,0,0,1
1100,0,10,0,0,0,0,0,0,0,0,0
1100,0,10,0,0,0,0,0,0,1,0,0
1100,0,10,1100,0,0,0,0,0,1,1,0
1100,0,10,1100,0,0,0,0,0,1,0,0
1100,0,10,1100,0,0,0,0,0,0,0,0
1100,0,10,0,0,0,0,0,0,0,1,0
1100,0,10,0,0,0,0,0,0,0,0,0
1100,1,10,0,0,0,0,0,0,0,0,1
1100,1,10,0,0,0,0,0,0,1,0,1
1100,1,10,1100,0,0,0,0,0,1,1,0
1100,1,10,1100,0,0,0,0,0,1,0,0
1100,1,10,1100,0,0,0,0,0,0,0,0
1100,1,10,0,0,0,0,0,0,0,1,1
1100,1,10,0,0,0,0,0,0,0,0,1
1100,1,11,0,0,0,0,0,0,0,0,1
1100,0,11,0,0,0,0,0,0,0,0,0
1100,0,11,0,0,0,0,0,0,1,0,0
1100,0,11,1100,0,0,0,0,0,1,1,0
1100,0,11,1100,0,0,0,0,0,1,0,0
1100,0,11,1100,0,0,0,0,0,0,0,0
1100,0,11,0,0,0,0,0,0,0,1,0
1100,0,11,0,0,0,0,0,0,0,0,0
1100,1,11,0,0,0,0,0,0,0,0,1
1100,1,11,0,0,0,0,0,0,1,0,1
1100,1,11,1100,0,0,0,0,0,1,1,0
1100,1,11,1100,0,0,0,0,0,1,0,0
1100,1,11,1100,0,0,0,0,0,0,0,0
1100,1,11,0,0,0,0,0,0,0,1,1
1100,1,11,0,0,0,0,0,0,0,0,1
1100,1,100,0,0,0,0,0,0,0,0,1
1100,0,100,0,0,0,0,0,0,0,0,0
1100,0,100,0,0,0,0,0,0,1,0,0
1100,0,100,1100,0,0,0,0,0,1,1,0
1100,0,100,1100,0,0,0,0,0,1,0,0
1100,0,100,1100,0,0,0,0,0,0,0,0
1100,0,100,0,0,0,0,0,0,0,1,0
1100,0,100,0,0,0,0,0,0,0,0,0
1100,1,100,0,0,0,0,0,0,0,0,1
1100,1,100,0,0,0,0,0,0,1,0,1
1100,1,100,1100,0,0,0,0,0,1,1,0
1100,1,100,1100,0,0,0,0,0,1,0,0
1100,1,100,1100,0,0,0,0,0,0,0,0
1100,1,100,0,0,0,0,0,0,0,1,1
1100,1,100,0,0,0,0,0,0,0,0,1
1100,1,101,0,0,0,0,0,0,0,0,1
1100,0,101,0,0,0,0,0,0,0,0,0
1100,0,101,0,0,0,0,0,0,1,0,0
1100,0,101,1100,0,0,0,0,0,1,1,0
1100,0,101,1100,0,0,0,0,0,1,0,0
1100,0,101,1100,0,0,0,0,0,0,0,0
1100,0,101,0,0,0,0,0,0,0,1,0
1100,0,101,0,0,0,0,0,0,0,0,0
1100,1,101,0,0,0,0,0,0,0,0,1
1100,1,101,0,0,0,0,0,0,1,0,1
1100,1,101,1100,0,0,0,0,0,1,1,0
1100,1,101,1100,0,0,0,0,0,1,0,0
1100,1,101,1100,0,0,0,0,0,0,0,0
1100,1,101,0,0,0,0,0,0,0,1,1
1100,1,101,0,0,0,0,0,0,0,0,1
1100,1,110,0,0,0,0,0,0,0,0,1
1100,0,110,0,0,0,0,0,0,0,0,0
1100,0,110,0,0,0,0,0,0,1,0,0
1100,0,110,1100,0,0,0,0,0,1,1,0
1100,0,110,1100,0,0,0,0,0,1,0,0
1100,0,110,1100,0,0,0,0,0,0,0,0
1100,0,110,0,0,0,0,0,0,0,1,0
1100,0,110,0,0,0,0,0,0,0,0,0
1100,1,110,0,0,0,0,0,0,0,0,1
1100,1,110,0,0,0,0,0,0,1,0,1
1100,1,110,1100,0,0,0,0,0,1,1,0
1100,1,110,1100,0,0,0,0,0,1,0,0
1100,1,110,1100,0,0,0,0,0,0,0,0
1100,1,110,0,0,0,0,0,0,0,1,1
1100,1,110,0,0,0,0,0,0,0,0,1
1100,1,111,0,0,0,0,0,0,0,0,1
1100,0,111,0,0,0,0,0,0,0,0,0
1100,0,111,0,0,0,0,0,0,1,0,0
1100,0,111,1100,0,0,0,0,0,1,1,0
1100,0,111,1100,0,0,0,0,0,1,0,0
1100,0,111,1100,0,0,0,0,0,0,0,0
1100,0,111,0,0,0,0,0,0,0,1,0
1100,0,111,0,0,0,0,0,0,0,0,0
1100,1,111,0,0,0,0,0,0,0,0,1
1100,1,111,0,0,0,0,0,0,1,0,1
1100,1,111,1100,0,0,0,0,0,1,1,0
1100,1,111,1100,0,0,0,0,0,1,0,0
1100,1,111,1100,0,0,0,0,0,0,0,0
1100,1,111,0,0,0,0,0,0,0,1,1
1100,1,111,0,0,0,0,0,0,0,0,1
1100,1,1000,0,0,0,0,0,0,0,0,1
1100,0,1000,0,0,0,0,0,0,0,0,0
1100,0,1000,0,0,0,0,0,0,1,0,0
1100,0,1000,1100,0,0,0,0,0,1,1,0
1100,0,1000,1100,0,0,0,0,0,1,0,0
1100,0,1000,1100,0,0,0,0,0,0,0,0
1100,0,1000,0,0,0,0,0,0,0,1,0
1100,0,1000,0,0,0,0,0,0,0,0,0
1100,1,1000,0,0,0,0,0,0,0,0,1
1100,1,1000,0,0,0,0,0,0,1,0,1
1100,1,1000,1100,0,0,0,0,0,1,1,0
1100,1,1000,1100,0,0,0,0,0,1,0,0
1100,1,1000,1100,0,0,0,0,0,0,0,0
1100,1,1000,0,0,0,0,0,0,0,1,1
1100,1,1000,0,0,0,0,0,0,0,0,1
1100,1,1001,0,0,0,0,0,0,0,0,1
1100,0,1001,0,0,0,0,0,0,0,0,0
1100,0,1001,0,0,0,0,0,0,1,0,0
1100,0,1001,1100,0,0,0,0,0,1,1,0
1100,0,1001,1100,0,0,0,0,0,1,0,0
1100,0,1001,1100,0,0,0,0,0,0,0,0
1100,0,1001,0,0,0,0,0,0,0,1,0
1100,0,1001,0,0,0,0,0,0,0,0,0
1100,1,1001,0,0,0,0,0,0,0,0,1
1100,1,1001,0,0,0,0,0,0,1,0,1
1100,1,1001,1100,0,0,0,0,0,1,1,0
1100,1,1001,1100,0,0,0,0,0,1,0,0
1100,1,1001,1100,0,0,0,0,0,0,0,0
1100,1,1001,0,0,0,0,0,0,0,1,1
1100,1,1001,0,0,0,0,0,0,0,0,1
1100,1,1010,0,0,0,0,0,0,0,0,1
1100,0,1010,0,0,0,0,0,0,0,0,0
1100,0,1010,0,0,0,0,0,0,1,0,0
1100,0,1010,1100,0,0,0,0,0,1,1,0
1100,0,1010,1100,0,0,0,0,0,1,0,0
1100,0,1010,1100,0,0,0,0,0,0,0,0
1100,0,1010,0,0,0,0,0,0,0,1,0
1100,0,1010,0,0,0,0,0,0,0,0,0
1100,1,1010,0,0,0,0,0,0,0,0,1
1100,1,1010,0,0,0,0,0,0,1,0,1
1100,1,1010,1100,0,0,0,0,0,1,1,0
1100,1,1010,1100,0,0,0,0,0,1,0,0
1100,1,1010,1100,0,0,0,0,0,0,0,0
1100,1,1010,0,0,0,0,0,0,0,1,1
1100,1,1010,0,0,0,0,0,0,0,0,1
1100,1,1011,0,0,0,0,0,0,0,0,1
1100,0,1011,0,0,0,0,0,0,0,0,0
1100,0,1011,0,0,0,0,0,0,1,0,0
1100,0,1011,1100,0,0,0,0,0,1,1,0
1100,0,1011,1100,0,0,0,0,0,1,0,0
1100,0,1011,1100,0,0,0,0,0,0,0,0
1100,0,1011,0,0,0,0,0,0,0,1,0
1100,0,1011,0,0,0,0,0,0,0,0,0
1100,1,1011,0,0,0,0,0,0,0,0,1
1100,1,1011,0,0,0,0,0,0,1,0,1
1100,1,1011,1100,0,0,0,0,0,1,1,0
1100,1,1011,1100,0,0,0,0,0,1,0,0
1100,1,1011,1100,0,0,0,0,0,0,0,0
1100,1,1011,0,0,0,0,0,0,0,1,1
1100,1,1011,0,0,0,0,0,0,0,0,1
1100,1,1100,0,0,0,0,0,0,0,0,1
1100,0,1100,0,0,0,0,0,0,0,0,0
1100,0,1100,0,0,0,0,0,0,1,0,0
1100,0,1100,1100,0,0,0,0,0,1,1,0
1100,0,1100,1100,0,0,0,0,0,1,0,0
1100,0,1100,1100,0,0,0,0,0,0,0,0
1100,0,1100,0,0,0,0,0,0,0,1,0
1100,0,1100,0,0,0,0,0,0,0,0,0
1100,1,1100,0,0,0,0,0,0,0,0,1
1100,1,1100,0,0,0,0,0,0,1,0,1
1100,1,1100,1100,0,0,0,0,0,1,1,0
1100,1,1100,1100,0,0,0,0,0,1,0,0
1100,1,1100,1100,0,0,0,0,0,0,0,0
1100,1,1100,0,0,0,0,0,0,0,1,1
