time,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.done,SMControlTest.continue,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.to_visit[15:0],SMControlTest.visited[15:0],SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.stop_loop[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
31990,100,1,0,0,1101,0,0,0,1,100,0,0,1,1100,1,1,1100110011111,100110001111,1,1100,1,0,0,0,0,1,0,1100,0,0,1,1,1,1101,100
32010,1100,0,0,0,100,0,0,0,1,100,1,0,1,1100,1,1,1100110011111,100110001111,1,1100,1,0,1,0,0,1,0,1100,0,0,0,1,1,100,1100
32020,1100,0,0,0,100,0,0,0,1,100,0,0,1,1100,1,1,1100110011111,100110001111,1,1100,1,0,0,0,0,1,0,1100,0,0,0,1,1,100,1100
32040,1100,0,0,0,100,0,0,0,1,100,0,0,1,1100,0,1,1100110011111,100110001111,1,1100,1,0,0,0,0,1,0,1100,0,0,0,0,1,100,1100
32060,100,1,0,0,1101,0,0,0,1,100,1,0,1,1100,0,1,1100110011111,100110001111,1,1100,1,0,1,0,0,1,0,1100,0,0,1,0,1,1101,100
32070,100,1,0,0,1101,0,0,0,1,100,0,0,1,1100,0,1,1100110011111,100110001111,1,1100,1,0,0,0,0,1,0,1100,0,0,1,0,1,1101,100
32080,100,1,0,0,1101,0,0,0,1,100,0,0,1,1100,0,1,1100110011111,100110001111,10,1100,0,0,0,0,0,1,0,1100,0,0,1,0,1,1101,100
32090,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,1,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,1,0,1,1101,100
32110,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,0,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,1,0,0,1101,100
32130,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,1,0,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,1,1,0,1101,100
32150,1100,0,0,0,100,0,0,0,1,100,1,0,10,1100,1,0,1100110011111,100110001111,10,1100,0,0,1,0,0,10,0,1100,0,0,0,1,0,100,1100
32160,1100,0,0,0,100,0,0,0,1,100,0,0,10,1100,1,0,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,0,1,0,100,1100
32180,1100,0,0,0,100,0,0,0,1,100,0,0,10,1100,0,0,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,0,0,0,100,1100
32200,100,1,0,0,1101,0,0,0,1,100,1,0,10,1100,0,0,1100110011111,100110001111,10,1100,0,0,1,0,0,10,0,1100,0,0,1,0,0,1101,100
32210,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,0,1100110011111,100110001111,10,1100,0,0,0,0,0,10,0,1100,0,0,1,0,0,1101,100
32220,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,0,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,1,0,0,1101,100
32250,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,1,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,1,0,1,1101,100
32270,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,1,1,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,1,1,1,1101,100
32290,1100,0,0,0,100,0,0,0,1,100,1,0,10,1100,1,1,1100110011111,100110001111,10,1100,1,0,1,0,0,10,0,1100,0,0,0,1,1,100,1100
32300,1100,0,0,0,100,0,0,0,1,100,0,0,10,1100,1,1,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,0,1,1,100,1100
32320,1100,0,0,0,100,0,0,0,1,100,0,0,10,1100,0,1,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,0,0,1,100,1100
32340,100,1,0,0,1101,0,0,0,1,100,1,0,10,1100,0,1,1100110011111,100110001111,10,1100,1,0,1,0,0,10,0,1100,0,0,1,0,1,1101,100
32350,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,1,1100110011111,100110001111,10,1100,1,0,0,0,0,10,0,1100,0,0,1,0,1,1101,100
32360,100,1,0,0,1101,0,0,0,1,100,0,0,10,1100,0,1,1100110011111,100110001111,11,1100,0,0,0,0,0,10,0,1100,0,0,1,0,1,1101,100
32370,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,1,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,1,0,1,1101,100
32390,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,0,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,1,0,0,1101,100
32410,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,1,0,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,1,1,0,1101,100
32430,1100,0,0,0,100,0,0,0,1,100,1,0,11,1100,1,0,1100110011111,100110001111,11,1100,0,0,1,0,0,11,0,1100,0,0,0,1,0,100,1100
32440,1100,0,0,0,100,0,0,0,1,100,0,0,11,1100,1,0,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,0,1,0,100,1100
32460,1100,0,0,0,100,0,0,0,1,100,0,0,11,1100,0,0,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,0,0,0,100,1100
32480,100,1,0,0,1101,0,0,0,1,100,1,0,11,1100,0,0,1100110011111,100110001111,11,1100,0,0,1,0,0,11,0,1100,0,0,1,0,0,1101,100
32490,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,0,1100110011111,100110001111,11,1100,0,0,0,0,0,11,0,1100,0,0,1,0,0,1101,100
32500,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,0,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,1,0,0,1101,100
32530,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,1,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,1,0,1,1101,100
32550,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,1,1,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,1,1,1,1101,100
32570,1100,0,0,0,100,0,0,0,1,100,1,0,11,1100,1,1,1100110011111,100110001111,11,1100,1,0,1,0,0,11,0,1100,0,0,0,1,1,100,1100
32580,1100,0,0,0,100,0,0,0,1,100,0,0,11,1100,1,1,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,0,1,1,100,1100
32600,1100,0,0,0,100,0,0,0,1,100,0,0,11,1100,0,1,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,0,0,1,100,1100
32620,100,1,0,0,1101,0,0,0,1,100,1,0,11,1100,0,1,1100110011111,100110001111,11,1100,1,0,1,0,0,11,0,1100,0,0,1,0,1,1101,100
32630,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,1,1100110011111,100110001111,11,1100,1,0,0,0,0,11,0,1100,0,0,1,0,1,1101,100
32640,100,1,0,0,1101,0,0,0,1,100,0,0,11,1100,0,1,1100110011111,100110001111,100,1100,0,0,0,0,0,11,0,1100,0,0,1,0,1,1101,100
32650,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,1,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,1,0,1,1001,100
32670,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,0,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,1,0,0,1001,100
32690,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,1,0,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,1,1,0,1001,100
32710,1100,0,0,0,100,0,0,0,1,100,1,0,100,1100,1,0,1100110011111,100110001111,100,1100,0,0,1,0,0,100,0,1100,0,0,0,1,0,100,1100
32720,1100,0,0,0,100,0,0,0,1,100,0,0,100,1100,1,0,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,0,1,0,100,1100
32740,1100,0,0,0,100,0,0,0,1,100,0,0,100,1100,0,0,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,0,0,0,100,1100
32760,100,1,0,0,1001,0,0,0,1,100,1,0,100,1100,0,0,1100110011111,100110001111,100,1100,0,0,1,0,0,100,0,1100,0,0,1,0,0,1001,100
32770,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,0,1100110011111,100110001111,100,1100,0,0,0,0,0,100,0,1100,0,0,1,0,0,1001,100
32780,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,0,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,1,0,0,1001,100
32810,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,1,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,1,0,1,1001,100
32830,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,1,1,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,1,1,1,1001,100
32850,1100,0,0,0,100,0,0,0,1,100,1,0,100,1100,1,1,1100110011111,100110001111,100,1100,1,0,1,0,0,100,0,1100,0,0,0,1,1,100,1100
32860,1100,0,0,0,100,0,0,0,1,100,0,0,100,1100,1,1,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,0,1,1,100,1100
32880,1100,0,0,0,100,0,0,0,1,100,0,0,100,1100,0,1,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,0,0,1,100,1100
32900,100,1,0,0,1001,0,0,0,1,100,1,0,100,1100,0,1,1100110011111,100110001111,100,1100,1,0,1,0,0,100,0,1100,0,0,1,0,1,1001,100
32910,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,1,1100110011111,100110001111,100,1100,1,0,0,0,0,100,0,1100,0,0,1,0,1,1001,100
32920,100,1,0,0,1001,0,0,0,1,100,0,0,100,1100,0,1,1100110011111,100110001111,101,1100,0,0,0,0,0,100,0,1100,0,0,1,0,1,1001,100
32930,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,1,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,1,0,1,1001,100
32950,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,0,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,1,0,0,1001,100
32970,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,1,0,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,1,1,0,1001,100
32990,1100,0,0,0,100,0,0,0,1,100,1,0,101,1100,1,0,1100110011111,100110001111,101,1100,0,0,1,0,0,101,0,1100,0,0,0,1,0,100,1100
33000,1100,0,0,0,100,0,0,0,1,100,0,0,101,1100,1,0,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,0,1,0,100,1100
33020,1100,0,0,0,100,0,0,0,1,100,0,0,101,1100,0,0,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,0,0,0,100,1100
33040,100,1,0,0,1001,0,0,0,1,100,1,0,101,1100,0,0,1100110011111,100110001111,101,1100,0,0,1,0,0,101,0,1100,0,0,1,0,0,1001,100
33050,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,0,1100110011111,100110001111,101,1100,0,0,0,0,0,101,0,1100,0,0,1,0,0,1001,100
33060,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,0,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,1,0,0,1001,100
33090,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,1,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,1,0,1,1001,100
33110,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,1,1,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,1,1,1,1001,100
33130,1100,0,0,0,100,0,0,0,1,100,1,0,101,1100,1,1,1100110011111,100110001111,101,1100,1,0,1,0,0,101,0,1100,0,0,0,1,1,100,1100
33140,1100,0,0,0,100,0,0,0,1,100,0,0,101,1100,1,1,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,0,1,1,100,1100
33160,1100,0,0,0,100,0,0,0,1,100,0,0,101,1100,0,1,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,0,0,1,100,1100
33180,100,1,0,0,1001,0,0,0,1,100,1,0,101,1100,0,1,1100110011111,100110001111,101,1100,1,0,1,0,0,101,0,1100,0,0,1,0,1,1001,100
33190,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,1,1100110011111,100110001111,101,1100,1,0,0,0,0,101,0,1100,0,0,1,0,1,1001,100
33200,100,1,0,0,1001,0,0,0,1,100,0,0,101,1100,0,1,1100110011111,100110001111,110,1100,0,0,0,0,0,101,0,1100,0,0,1,0,1,1001,100
33210,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,1,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,1,0,1,1001,100
33230,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,0,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,1,0,0,1001,100
33250,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,1,0,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,1,1,0,1001,100
33270,1100,0,0,0,100,0,0,0,1,100,1,0,110,1100,1,0,1100110011111,100110001111,110,1100,0,0,1,0,0,110,0,1100,0,0,0,1,0,100,1100
33280,1100,0,0,0,100,0,0,0,1,100,0,0,110,1100,1,0,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,0,1,0,100,1100
33300,1100,0,0,0,100,0,0,0,1,100,0,0,110,1100,0,0,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,0,0,0,100,1100
33320,100,1,0,0,1001,0,0,0,1,100,1,0,110,1100,0,0,1100110011111,100110001111,110,1100,0,0,1,0,0,110,0,1100,0,0,1,0,0,1001,100
33330,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,0,1100110011111,100110001111,110,1100,0,0,0,0,0,110,0,1100,0,0,1,0,0,1001,100
33340,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,0,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,1,0,0,1001,100
33370,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,1,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,1,0,1,1001,100
33390,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,1,1,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,1,1,1,1001,100
33410,1100,0,0,0,100,0,0,0,1,100,1,0,110,1100,1,1,1100110011111,100110001111,110,1100,1,0,1,0,0,110,0,1100,0,0,0,1,1,100,1100
33420,1100,0,0,0,100,0,0,0,1,100,0,0,110,1100,1,1,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,0,1,1,100,1100
33440,1100,0,0,0,100,0,0,0,1,100,0,0,110,1100,0,1,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,0,0,1,100,1100
33460,100,1,0,0,1001,0,0,0,1,100,1,0,110,1100,0,1,1100110011111,100110001111,110,1100,1,0,1,0,0,110,0,1100,0,0,1,0,1,1001,100
33470,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,1,1100110011111,100110001111,110,1100,1,0,0,0,0,110,0,1100,0,0,1,0,1,1001,100
33480,100,1,0,0,1001,0,0,0,1,100,0,0,110,1100,0,1,1100110011111,100110001111,111,1100,0,0,0,0,0,110,0,1100,0,0,1,0,1,1001,100
33490,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,1,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,1,0,1,1001,100
33510,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,0,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,1,0,0,1001,100
33530,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,1,0,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,1,1,0,1001,100
33550,1100,0,0,0,100,0,0,0,1,100,1,0,111,1100,1,0,1100110011111,100110001111,111,1100,0,0,1,0,0,111,0,1100,0,0,0,1,0,100,1100
33560,1100,0,0,0,100,0,0,0,1,100,0,0,111,1100,1,0,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,0,1,0,100,1100
33580,1100,0,0,0,100,0,0,0,1,100,0,0,111,1100,0,0,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,0,0,0,100,1100
33600,100,1,0,0,1001,0,0,0,1,100,1,0,111,1100,0,0,1100110011111,100110001111,111,1100,0,0,1,0,0,111,0,1100,0,0,1,0,0,1001,100
33610,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,0,1100110011111,100110001111,111,1100,0,0,0,0,0,111,0,1100,0,0,1,0,0,1001,100
33620,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,0,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,1,0,0,1001,100
33650,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,1,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,1,0,1,1001,100
33670,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,1,1,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,1,1,1,1001,100
33690,1100,0,0,0,100,0,0,0,1,100,1,0,111,1100,1,1,1100110011111,100110001111,111,1100,1,0,1,0,0,111,0,1100,0,0,0,1,1,100,1100
33700,1100,0,0,0,100,0,0,0,1,100,0,0,111,1100,1,1,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,0,1,1,100,1100
33720,1100,0,0,0,100,0,0,0,1,100,0,0,111,1100,0,1,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,0,0,1,100,1100
33740,100,1,0,0,1001,0,0,0,1,100,1,0,111,1100,0,1,1100110011111,100110001111,111,1100,1,0,1,0,0,111,0,1100,0,0,1,0,1,1001,100
33750,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,1,1100110011111,100110001111,111,1100,1,0,0,0,0,111,0,1100,0,0,1,0,1,1001,100
33760,100,1,0,0,1001,0,0,0,1,100,0,0,111,1100,0,1,1100110011111,100110001111,1000,1100,0,0,0,0,0,111,0,1100,0,0,1,0,1,1001,100
33770,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,1,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,1,0,1,1101,100
33790,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,0,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,1,0,0,1101,100
33810,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,1,0,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,1,1,0,1101,100
33830,1100,0,0,0,100,0,0,0,1,100,1,0,1000,1100,1,0,1100110011111,100110001111,1000,1100,0,0,1,0,0,1000,0,1100,0,0,0,1,0,100,1100
33840,1100,0,0,0,100,0,0,0,1,100,0,0,1000,1100,1,0,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,0,1,0,100,1100
33860,1100,0,0,0,100,0,0,0,1,100,0,0,1000,1100,0,0,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,0,0,0,100,1100
33880,100,1,0,0,1101,0,0,0,1,100,1,0,1000,1100,0,0,1100110011111,100110001111,1000,1100,0,0,1,0,0,1000,0,1100,0,0,1,0,0,1101,100
33890,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,0,1100110011111,100110001111,1000,1100,0,0,0,0,0,1000,0,1100,0,0,1,0,0,1101,100
33900,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,0,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,1,0,0,1101,100
33930,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,1,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,1,0,1,1101,100
33950,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,1,1,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,1,1,1,1101,100
33970,1100,0,0,0,100,0,0,0,1,100,1,0,1000,1100,1,1,1100110011111,100110001111,1000,1100,1,0,1,0,0,1000,0,1100,0,0,0,1,1,100,1100
33980,1100,0,0,0,100,0,0,0,1,100,0,0,1000,1100,1,1,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,0,1,1,100,1100
34000,1100,0,0,0,100,0,0,0,1,100,0,0,1000,1100,0,1,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,0,0,1,100,1100
34020,100,1,0,0,1101,0,0,0,1,100,1,0,1000,1100,0,1,1100110011111,100110001111,1000,1100,1,0,1,0,0,1000,0,1100,0,0,1,0,1,1101,100
34030,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,1,1100110011111,100110001111,1000,1100,1,0,0,0,0,1000,0,1100,0,0,1,0,1,1101,100
34040,100,1,0,0,1101,0,0,0,1,100,0,0,1000,1100,0,1,1100110011111,100110001111,1001,1100,0,0,0,0,0,1000,0,1100,0,0,1,0,1,1101,100
34050,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,1,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,1,0,1,1101,100
34070,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,0,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,1,0,0,1101,100
34090,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,1,0,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,1,1,0,1101,100
34110,1100,0,0,0,100,0,0,0,1,100,1,0,1001,1100,1,0,1100110011111,100110001111,1001,1100,0,0,1,0,0,1001,0,1100,0,0,0,1,0,100,1100
34120,1100,0,0,0,100,0,0,0,1,100,0,0,1001,1100,1,0,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,0,1,0,100,1100
34140,1100,0,0,0,100,0,0,0,1,100,0,0,1001,1100,0,0,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,0,0,0,100,1100
34160,100,1,0,0,1101,0,0,0,1,100,1,0,1001,1100,0,0,1100110011111,100110001111,1001,1100,0,0,1,0,0,1001,0,1100,0,0,1,0,0,1101,100
34170,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,0,1100110011111,100110001111,1001,1100,0,0,0,0,0,1001,0,1100,0,0,1,0,0,1101,100
34180,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,0,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,1,0,0,1101,100
34210,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,1,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,1,0,1,1101,100
34230,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,1,1,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,1,1,1,1101,100
34250,1100,0,0,0,100,0,0,0,1,100,1,0,1001,1100,1,1,1100110011111,100110001111,1001,1100,1,0,1,0,0,1001,0,1100,0,0,0,1,1,100,1100
34260,1100,0,0,0,100,0,0,0,1,100,0,0,1001,1100,1,1,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,0,1,1,100,1100
34280,1100,0,0,0,100,0,0,0,1,100,0,0,1001,1100,0,1,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,0,0,1,100,1100
34300,100,1,0,0,1101,0,0,0,1,100,1,0,1001,1100,0,1,1100110011111,100110001111,1001,1100,1,0,1,0,0,1001,0,1100,0,0,1,0,1,1101,100
34310,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,1,1100110011111,100110001111,1001,1100,1,0,0,0,0,1001,0,1100,0,0,1,0,1,1101,100
34320,100,1,0,0,1101,0,0,0,1,100,0,0,1001,1100,0,1,1100110011111,100110001111,1010,1100,0,0,0,0,0,1001,0,1100,0,0,1,0,1,1101,100
34330,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,0,1,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,1,0,1,1101,100
34350,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,0,0,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,1,0,0,1101,100
34370,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,1,0,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,1,1,0,1101,100
34390,1100,0,0,0,100,0,0,0,1,100,1,0,1010,1100,1,0,1100110011111,100110001111,1010,1100,0,0,1,0,0,1010,0,1100,0,0,0,1,0,100,1100
34400,1100,0,0,0,100,0,0,0,1,100,0,0,1010,1100,1,0,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,0,1,0,100,1100
34420,1100,0,0,0,100,0,0,0,1,100,0,0,1010,1100,0,0,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,0,0,0,100,1100
34440,100,1,0,0,1101,0,0,0,1,100,1,0,1010,1100,0,0,1100110011111,100110001111,1010,1100,0,0,1,0,0,1010,0,1100,0,0,1,0,0,1101,100
34450,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,0,0,1100110011111,100110001111,1010,1100,0,0,0,0,0,1010,0,1100,0,0,1,0,0,1101,100
34460,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,0,0,1100110011111,100110001111,1010,1100,1,0,0,0,0,1010,0,1100,0,0,1,0,0,1101,100
34490,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,0,1,1100110011111,100110001111,1010,1100,1,0,0,0,0,1010,0,1100,0,0,1,0,1,1101,100
34510,100,1,0,0,1101,0,0,0,1,100,0,0,1010,1100,1,1,1100110011111,100110001111,1010,1100,1,0,0,0,0,1010,0,1100,0,0,1,1,1,1101,100
34530,1100,0,0,0,100,0,0,0,1,100,1,0,1010,1100,1,1,1100110011111,100110001111,1010,1100,1,0,1,0,0,1010,0,1100,0,0,0,1,1,100,1100
34540,1100,0,0,0,100,0,0,0,1,100,0,0,1010,1100,1,1,1100110011111,100110001111,1010,1100,1,0,0,0,0,1010,0,1100,0,0,0,1,1,100,1100
34560,1100,0,0,0,100,0,0,0,1,100,0,0,1010,1100,0,1,1100110011111,100110001111,1010,1100,1,0,0,0,0,1010,0,1100,0,0,0,0,1,100,1100
